sample_id,source_id,replicate,replicate_count,repeated_sample,batch,tissue,brain_region,hemisphere,region_level_1,region_level_2,region_level_3,RIN,source_RIN,molecular_source,input_cell_count,assay_kit,sequencing_end,sequencing_length,sequencing_instrument,organism_ontology_term_id,development_stage_ontology_term_id,sex_ontology_term_id,self_reported_ethnicity_ontology_term_id,disease_ontology_term_id,tissue_ontology_term_id,cell_type_ontology_term_id,assay_ontology_term_id,suspension_type,DV200,pm_PH,donor_id,dataset_id,assay,data_protocol
BN1812,BN1812,rep1,1,0,batch21,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,8.6,8.6,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1814,BN1814,rep1,1,0,batch22,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.7,9.7,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1817,BN1817,rep1,1,0,batch9,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,8.8,8.8,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1822,BN1822,rep1,1,0,batch23,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,8.8,8.8,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1827,BN1827,rep1,1,0,batch10,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,8.2,8.2,PolyA RNA,45000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1836,BN1836,rep1,1,0,batch21,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,8,8,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1839,BN1839,rep1,1,0,batch10,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,8.2,8.2,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1842,BN1842,rep1,1,0,batch24,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.1,9.1,PolyA RNA,28000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1848,BN1848,rep1,1,0,batch22,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.6,9.6,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1849,BN1849,rep1,1,0,batch22,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,8.9,8.9,PolyA RNA,45000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1855,BN1855,rep1,1,0,batch3,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9,9,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1862,BN1862,rep1,1,0,batch10,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.8,9.8,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1865,BN1865,rep1,1,0,batch9,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.1,9.1,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1872,BN1872,rep1,1,0,batch23,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.1,9.1,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1878,BN1878,rep1,1,0,batch28,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.5,9.5,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1902,BN1902,rep1,1,0,batch27,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.5,9.5,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1910,BN1910,rep1,1,0,batch9,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,8.8,8.8,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1934,BN1934,rep1,1,0,batch29,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.5,9.5,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1939,BN1939,rep1,1,0,batch23,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.4,9.4,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1957,BN1957,rep1,1,0,batch24,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,10,10,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1959,BN1959,rep1,1,0,batch28,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,8.9,8.9,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1960,BN1960,rep1,1,0,batch28,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.3,9.3,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN1974,BN1974,rep1,1,0,batch9,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9,9,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN2003,BN2003,rep1,1,0,batch29,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.2,9.2,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN2015,BN2015,rep1,1,0,batch4,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,7.3,7.3,PolyA RNA,50600,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN9944,BN9944,rep1,1,0,batch30,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.4,9.4,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN9947,BN9947,rep1,1,0,batch26,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.8,9.8,PolyA RNA,40000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
BN9966,BN9966,rep1,1,0,batch25,Brain,Middle temporal gyrus,Left,Temporal lobe,Middle temporal gyrus,Grey and white matter,9.5,9.5,PolyA RNA,33000,v3.1 - Dual Index,Paired-end,120,Illumina NextSeq 550,,,,,,,,EFO:0030003 '10x 3' v3 transcription profiling nucleus',,,,,PD5D_MTG_snRNAseq,snRNAseq,Nuclei_Isolation_v1
